Word,Sentiment
科以,negative
突如其來,negative
突如其來的,negative
突然,negative
突然不見,negative
突然止步不前,negative
突然地,negative
突然的,negative
突發,negative
突襲,negative
約束,negative
約束物,negative
胖的,negative
背井,negative
背信,negative
背信棄義,negative
背信棄義的,negative
背信棄義的人,negative
背叛,negative
背叛的,negative
背叛者,negative
背離,negative
胡言,negative
胡言亂語,negative
胡思,negative
胡思亂想,negative
胡思亂想的,negative
胡亂,negative
胡亂地塗,negative
胡亂對付,negative
胡話,negative
胡說,negative
胡鬧,negative
致死,negative
致死的,negative
致污物,negative
致使,negative
致命,negative
致命之物,negative
致命的,negative
苛求,negative
苛刻,negative
苛刻的,negative
苦工,negative
苦役,negative
苦事,negative
苦味,negative
苦的,negative
苦的東西,negative
苦悶,negative
苦惱,negative
苦痛,negative
苦幹,negative
苦境,negative
苦難,negative
虐待,negative
要吐,negative
要吐的,negative
要死,negative
要求,negative
計謀,negative
負的,negative
負荷,negative
負數,negative
負擔,negative
迫切,negative
迫切的,negative
迫切需要,negative
迫使,negative
迫害,negative
重打,negative
重負,negative
重新陷入,negative
重擔,negative
重壓,negative
重擊,negative
重擊聲,negative
限止,negative
限制,negative
限制因素,negative
限定,negative
限度,negative
陌生,negative
陌生的,negative
降低,negative
降低..,negative
降低..的地位,negative
降低..的品格,negative
降級,negative
降禍,negative
風吹,negative
風波,negative
風暴,negative
風騷,negative
飛濺,negative
飛濺出,negative
食人,negative
食人者,negative
亳不,negative
亳不留情,negative
亳不留情的,negative
倒下,negative
倒不如,negative
倒坍,negative
倒垃圾,negative
倒彩,negative
倒閉,negative
倒塌,negative
倒楣,negative
倒楣的,negative
倔強,negative
倔強地,negative
倔強的,negative
凍傷,negative
凌辱,negative
凌亂,negative
凋萎,negative
凋謝,negative
凋謝的,negative
剔除,negative
剛愎,negative
剛愎的,negative
剝落,negative
剝奪,negative
原子塵,negative
原子塵的降下,negative
唐突,negative
唐突的,negative
哭泣,negative
哭得使..,negative
哭著使..,negative
哭訴,negative
埋伏,negative
埋地雷,negative
埋葬,negative
奚落,negative
宰殺,negative
害人,negative
害人精,negative
害怕,negative
害怕的,negative
害羞,negative
害羞的,negative
害處,negative
害蟲,negative
害臊,negative
家務雜事,negative
容忍,negative
容易受驚,negative
容易受驚的,negative
射擊,negative
差別,negative
差的,negative
差強,negative
差強人意,negative
差強人意的,negative
差異,negative
弱小,negative
弱小的,negative
弱點,negative
徒勞,negative
徒然,negative
徒然的,negative
恣意,negative
恣意的,negative
恥辱,negative
恐怖,negative
恐怖手段,negative
恐怖主義,negative
恐怖行動,negative
恐怖時期,negative
恐怖病,negative
恐怖症,negative
恐怖統治,negative
恐怕,negative
恐慌,negative
恐嚇,negative
恐懼,negative
悄悄,negative
悄悄踱步,negative
悚然,negative
悍婦,negative
悔恨,negative
拳打,negative
拳頭,negative
捕捉,negative
捕捉之物,negative
捕捉器,negative
捆住,negative
捏造,negative
挫折,negative
挫敗,negative
挫傷,negative
挨餓,negative
料想不到,negative
料想不到的,negative
根絕,negative
格外,negative
格外的,negative
格鬥,negative
慇勤,negative
氣急,negative
氣急敗壞,negative
氣急敗壞地說,negative
氣惱,negative
氣憤,negative
氣憤地說粗話,negative
氣餒,negative
氣餒的,negative
浪子,negative
浪費,negative
浪費的,negative
浪蕩,negative
浪蕩的,negative
消失,negative
消沈,negative
消耗,negative
消耗性,negative
消耗性的,negative
消耗熱,negative
消耗熱的,negative
消散,negative
消極,negative
消極的,negative
消滅,negative
消瘦,negative
浸水而沈沒,negative
浸沒,negative
海洛因,negative
海難,negative
浮動,negative
浮渣,negative
浮躁,negative
浮躁的,negative
烤焦,negative
烙印,negative
烈酒,negative
特權,negative
狼吞虎嚥,negative
狼狽,negative
狼藉,negative
狹小,negative
狹路,negative
畜生,negative
留下傷痕,negative
疾走,negative
疾風,negative
疾病,negative
疾駛,negative
病人,negative
病人的,negative
病狂,negative
病的,negative
病弱,negative
病弱的,negative
病弱的人,negative
病根,negative
病菌,negative
疲乏,negative
疲倦,negative
疲倦的,negative
疲勞,negative
疲憊,negative
疼痛,negative
疼痛的,negative
疹子,negative
眩目,negative
眩目地照射,negative
真假可疑,negative
真假可疑的,negative
砰地,negative
砰地放下,negative
砰地落下,negative
砰然,negative
砰然作聲,negative
砰然作聲地,negative
砰然聲,negative
砰擊,negative
砰擊聲,negative
砰聲,negative
破布條,negative
破衣服,negative
破門,negative
破門盜竊,negative
破洞,negative
破掉,negative
破敗,negative
破敗的,negative
破產,negative
破產了,negative
破產了的,negative
破產者,negative
破裂,negative
破裂處,negative
破碎,negative
破落,negative
破落的,negative
破舊,negative
破舊的,negative
破壞,negative
破壞..的基礎,negative
破壞名譽,negative
破壞性,negative
破壞性的,negative
破壞的,negative
破壞活動,negative
破爛,negative
破爛的,negative
炮擊,negative
神經,negative
神經的,negative
神經病,negative
神經病的,negative
神經病患者,negative
神經過敏,negative
神經過敏的,negative
神經緊張,negative
神經緊張的,negative
神經質,negative
神經質的,negative
神經錯亂,negative
秘密,negative
秘密的,negative
秘教,negative
秘教的,negative
笑柄,negative
粉碎,negative
紋裂,negative
紊亂,negative
索費,negative
索價,negative
缺少,negative
缺少的東西,negative
缺乏,negative
缺乏自信,negative
缺乏的,negative
缺乏感情,negative
缺乏感情或興趣,negative
缺乏感情的,negative
缺乏興趣,negative
缺乏興趣的,negative
缺席,negative
缺席的,negative
缺席者,negative
缺陷,negative
缺德,negative
缺德的,negative
缺點,negative
耗費,negative
耗費的,negative
耗盡,negative
耗盡的,negative
耽擱,negative
脂肪,negative
脅迫,negative
脆的,negative
脆弱,negative
脆弱的,negative
臭味,negative
臭氣,negative
臭蟲,negative
茫然,negative
茫然的,negative
荒地,negative
荒年,negative
荒年的,negative
荒唐,negative
荒唐的,negative
荒涼,negative
荒涼的,negative
荒野,negative
荒野的,negative
荒廢,negative
荒廢的,negative
荒誕,negative
荒蕪,negative
荒蕪的,negative
荒謬,negative
荒謬的,negative
荒謬的言行,negative
草率,negative
草率的,negative
草率從事,negative
草率從事的,negative
衰老,negative
衰老的,negative
衰弱,negative
衰弱的,negative
衰退,negative
衰敗,negative
衰微,negative
衰落,negative
衰落的,negative
衰竭,negative
討好,negative
討厭,negative
討厭的,negative
討厭的人,negative
討厭的人或東西,negative
討厭的事,negative
訓斥,negative
起糾紛,negative
起阻礙作用,negative
起風暴,negative
起訴,negative
起訴人,negative
起訴狀,negative
起皺,negative
起雞皮疙瘩,negative
辱罵,negative
送葬,negative
送葬者,negative
逆向,negative
逆向的,negative
逆行,negative
逆著,negative
逆境,negative
迷住,negative
迷信,negative
迷信引起,negative
迷信引起的,negative
迷信的,negative
迷途,negative
迷途地,negative
迷惑,negative
迷惑的,negative
迷亂,negative
迷路,negative
迷路的,negative
迷路者,negative
迷戀,negative
迷戀者,negative
退出,negative
退回,negative
退役,negative
退步,negative
退卻,negative
退場,negative
退落,negative
退學,negative
退縮,negative
退避,negative
逃亡,negative
逃亡的,negative
逃亡者,negative
逃犯,negative
逃走,negative
逃走的,negative
逃走的人,negative
逃掉,negative
逃跑,negative
逃避,negative
逃避義務,negative
逃避職責,negative
追捕,negative
追逐,negative
追訴,negative
追訴時效,negative
追趕,negative
追擊,negative
追蹤,negative
酒鬼,negative
酒醉,negative
酒醉的,negative
針刺,negative
陣痛,negative
陡然,negative
陡然下降,negative
陡然下降的,negative
飢餓,negative
骨折,negative
高度興奮,negative
高速疾駛,negative
高傲,negative
高傲態度,negative
高價,negative
高價地,negative
高壓,negative
高壓政治,negative
鬥爭,negative
鬥拳,negative
鬼鬼祟祟,negative
鬼鬼祟祟的人,negative
鬼鬼祟祟做事,negative
乾旱,negative
乾咳,negative
乾枯,negative
乾燥,negative
乾燥的,negative
偽君子,negative
偽造,negative
偽造物,negative
偽造的,negative
偽造品,negative
偽善,negative
偽善者,negative
偽裝,negative
停止,negative
停業,negative
停業清理,negative
停頓,negative
停滯,negative
停滯的,negative
假扮,negative
假的,negative
假冒,negative
假冒的,negative
假冒品,negative
假毒品,negative
假面目,negative
假托,negative
假貨,negative
假裝,negative
假裝的,negative
做作,negative
做假,negative
做錯,negative
做霸佔行為,negative
健忘,negative
偷東西,negative
偷偷,negative
偷偷地吃,negative
偷偷地行動,negative
偷偷地做,negative
偷偷取得,negative
偷偷摸摸,negative
偷偷摸摸地行走,negative
偷偷摸摸的,negative
偷偷摸摸的人,negative
偷偷摸摸的勾當,negative
偷運,negative
偷摸,negative
偷摸行走,negative
偷摸行走的人,negative
偷懶,negative
偷懶的,negative
偷竊,negative
偏心,negative
偏心的,negative
偏見,negative
偏執狂,negative
偏執狂患者,negative
偏袒,negative
勒死,negative
勒索,negative
勒索所得之款,negative
勒除,negative
勒除器,negative
勒贖,negative
勘漏,negative
動武,negative
動亂,negative
動搖,negative
動盪,negative
動盪的局面,negative
啪地一聲放下,negative
啪地落下,negative
啪的一聲甩,negative
啪嗒,negative
啪嗒一聲關上,negative
啞的,negative
問題,negative
啜泣,negative
啜泣著說,negative
圈套,negative
堅決主張,negative
堅持己見,negative
堅持己見的,negative
堅硬,negative
堅硬的,negative
基礎薄弱,negative
堵塞,negative
執拗,negative
執拗的,negative
奢侈,negative
奢侈的,negative
奢華,negative
奢華的,negative
婉拒,negative
娼妓,negative
寄生蟲,negative
寄食,negative
寂寞,negative
寂寞的,negative
宿命,negative
宿命論,negative
宿命論的,negative
密告,negative
密謀,negative
密藏,negative
密藏的金錢,negative
專制,negative
專制的,negative
專橫,negative
專橫的,negative
將..弄糟,negative
將..逐出社會,negative
將交保釋放,negative
將浮渣去除掉,negative
屠宰,negative
屠宰者,negative
屠殺,negative
屠場,negative
崎嶇,negative
崎嶇不平,negative
崩潰,negative
帶來痛苦,negative
庸俗,negative
庸俗的,negative
張揚,negative
強加,negative
強打,negative
強光,negative
強使,negative
強制,negative
強制的,negative
強姦,negative
強要,negative
強迫,negative
強迫..入伍,negative
強迫..服務,negative
強迫的,negative
強迫徵兵,negative
強烈,negative
強烈抗議,negative
強烈的慾望,negative
強盜,negative
強盜行為,negative
強盜罪,negative
強奪,negative
強壓,negative
強壓的,negative
強擊,negative
強擠,negative
強擠入,negative
得不到,negative
得不到休息,negative
得不到休息的,negative
得罪,negative
得罪人,negative
得罪人的人,negative
從..清除,negative
從..開小差,negative
從事小爭論,negative
從事偽造活動,negative
徘徊,negative
患..病,negative
患..病的,negative
患者,negative
患病,negative
患病的,negative
患精神病,negative
患精神病的,negative
惋惜,negative
情況不好,negative
情況不好的,negative
情急,negative
情急拚命,negative
情急拚命的,negative
情結,negative
情節劇似,negative
情節劇似的,negative
掠奪,negative
掠奪行為,negative
控告,negative
控訴,negative
捲入,negative
掩埋,negative
掩飾,negative
掩蔽,negative
掉下,negative
掉隊,negative
掉隊的飛機,negative
推卻,negative
推托,negative
推諉,negative
推擠,negative
推翻,negative
掙扎,negative
排斥,negative
排除,negative
救命,negative
敗北,negative
敗俗,negative
敗退,negative
敗德,negative
敗德的,negative
敗壞,negative
敗壞的,negative
敗壞道德之事,negative
敏感,negative
敏感的,negative
斬首,negative
梗塞,negative
棄義,negative
慾望,negative
欲墜,negative
殺人,negative
殺人的,negative
殺人者,negative
殺人罪,negative
殺死,negative
殺害,negative
殺戮,negative
毫無,negative
毫無辦法,negative
毫無辦法的,negative
淡而無味,negative
淡而無味的,negative
淡漠,negative
淺的,negative
淺薄,negative
淺薄的,negative
清理債務,negative
清算,negative
清算清算,negative
淹沒,negative
混沌,negative
混淆,negative
混蛋,negative
混亂,negative
混亂的,negative
混戰,negative
混戰場,negative
混濁,negative
混濁狀態,negative
混雜,negative
混雜的,negative
淒涼,negative
淒涼的,negative
淒慘,negative
淒慘的,negative
淚珠,negative
淫穢,negative
淫穢的,negative
淪為,negative
淪為乞丐,negative
深淵,negative
牽制,negative
牽連,negative
猜想,negative
猜疑,negative
猛扔,negative
猛吃,negative
猛地,negative
猛地落下,negative
猛地關上,negative
猛攻,negative
猛拉,negative
猛拋,negative
猛砍,negative
猛烈,negative
猛烈抨擊,negative
猛烈的,negative
猛烈的力量,negative
猛烈的抨擊,negative
猛推,negative
猛然,negative
猛然一動,negative
猛然地,negative
猛然地一拉,negative
猛奪,negative
猛撞,negative
猛衝,negative
猛踢,negative
猛擊,negative
猛闖,negative
猖獗,negative
猖獗的,negative
球觸網重發,negative
現世,negative
現世的,negative
現出愁容,negative
現實,negative
現實的,negative
產生反作用,negative
產生紋裂,negative
異乎,negative
異乎尋常,negative
異乎尋常的,negative
異常,negative
異常的,negative
異常的人或物,negative
異常興奮,negative
異常興奮的,negative
異議,negative
疏忽,negative
疏忽的,negative
疏遠,negative
疏遠的,negative
盛怒,negative
眼花,negative
眼花的,negative
眼花繚亂,negative
眼花繚亂的,negative
眼淚,negative
硫化,negative
窒息,negative
窒息而死,negative
窒息狀態,negative
窒息的,negative
窒息噎,negative
笨手,negative
笨手笨腳,negative
笨手笨腳地做,negative
笨拙,negative
笨拙地說出,negative
笨拙的,negative
笨拙的處理,negative
笨的,negative
笨蛋,negative
笨腳,negative
粗心,negative
粗心大意,negative
粗心的,negative
粗劣,negative
粗劣的,negative
粗俗,negative
粗俗的,negative
粗陋,negative
粗陋的,negative
粗野,negative
粗野的,negative
粗話,negative
粗製,negative
粗暴,negative
粗暴地,negative
粗暴的,negative
粗魯,negative
粗魯地對待,negative
粗魯的,negative
粗魯的人,negative
粗魯無禮,negative
粗魯無禮的,negative
粗魯無禮的人,negative
粗糙,negative
粗糙地,negative
粗糙的,negative
絆倒,negative
細菌,negative
累贅,negative
累贅的,negative
終止,negative
羞怯,negative
羞恥,negative
羞恥的,negative
羞辱,negative
羞惱,negative
羞愧,negative
脫口,negative
脫口說出,negative
脫軌,negative
脫落,negative
脫離,negative
脫離常規,negative
脫離常規的人,negative
脫離聯邦,negative
船失事,negative
處..以罰金,negative
處刑,negative
處於不利,negative
處於不利地位,negative
處於支配地位,negative
處置,negative
處境艱難,negative
處罰,negative
蛀牙,negative
蛀蝕,negative
蛀壞,negative
被分解,negative
被打碎,negative
被污染,negative
被告,negative
被吼叫著表達出來,negative
被弄死,negative
被弄髒,negative
被扼死,negative
被扼殺,negative
被扯破,negative
被抑制,negative
被抑制狀態,negative
被刺痛,negative
被放逐者,negative
被沾污,negative
被玩弄,negative
被玩弄的人,negative
被侵蝕,negative
被俘,negative
被俘的,negative
被害,negative
被害者,negative
被浮渣覆蓋,negative
被迷住,negative
被迷住的,negative
被勒死,negative
被控,negative
被控犯罪,negative
被控犯罪的人,negative
被掩飾,negative
被逐出,negative
被逐出的,negative
被悶死,negative
被絞死,negative
被詛咒,negative
被詛咒的,negative
被損壞,negative
被腐蝕,negative
被撕破,negative
被撕裂,negative
被潑水弄濕,negative
被潑水弄濕的,negative
被碾碎,negative
被瞞,negative
被遺棄,negative
被遺棄的,negative
被壓壞,negative
被擊中,negative
被擊中的,negative
被擦模糊,negative
被議論,negative
被議論的,negative
被驅逐,negative
被驅逐的人,negative
設伏,negative
設伏地點,negative
設圈套,negative
設陷阱,negative
設陷阱捕捉,negative
責怪,negative
責備,negative
責備話,negative
責罵,negative
責罵不休,negative
責難,negative
貪吃,negative
貪污,negative
貪污的,negative
貪求,negative
貪財,negative
貪婪,negative
貪婪地吃,negative
貪婪地注視,negative
貪婪的,negative
貪得,negative
貪得無厭,negative
貪得無厭的,negative
貪慾,negative
貪圖,negative
貧乏,negative
貧乏的,negative
貧困,negative
貧困的,negative
貧瘠,negative
貧瘠的,negative
貧窮,negative
貧窮的,negative
軟弱,negative
軟弱的,negative
通告廢除,negative
通俗,negative
通俗的,negative
通姦,negative
通姦行為,negative
通貨膨脹,negative
通牒,negative
通敵,negative
連累,negative
逐出,negative
逐出教會,negative
逐漸消耗,negative
逞威,negative
逞威風,negative
逞威風的,negative
造反,negative
造反的,negative
造成破壞,negative
造成破壞的,negative
造成損失,negative
造成損害,negative
造成損害的,negative
造成錯覺,negative
造謠,negative
造謠中傷,negative
造謠中傷的,negative
透不過氣來,negative
透露,negative
野性,negative
野性的,negative
野草,negative
野獸,negative
野蠻,negative
野蠻人,negative
野蠻的,negative
陳腐,negative
陳腐的,negative
陳舊,negative
陳舊的,negative
陰冷,negative
陰冷的,negative
陰沈,negative
陰沈沈,negative
陰沈沈的樣子,negative
陰沈的,negative
陰雨,negative
陰森,negative
陰森地逼近,negative
陰間,negative
陰暗,negative
陰暗的,negative
陰慘,negative
陰慘的,negative
陰影,negative
陰謀,negative
陰謀者,negative
陰險,negative
陰險人,negative
陰險的,negative
陰鬱,negative
陰鬱的,negative
陷入,negative
陷入僵局,negative
陷危,negative
陷住,negative
陷阱,negative
陷於,negative
陷於困境,negative
陷落,negative
麻木,negative
麻木的,negative
麻煩,negative
麻煩事,negative
麻煩的,negative
麻醉,negative
麻醉藥物,negative
麻痺,negative
傢伙,negative
最小限度,negative
最低,negative
最低水平,negative
最沒有,negative
最後的審判日,negative
最後通牒,negative
割下,negative
割破,negative
割裂,negative
割傷,negative
割斷,negative
創傷,negative
創傷的,negative
勞役,negative
勞累,negative
喀嚓,negative
喀嚓喀嚓行進,negative
喧嘩,negative
喧嘩吵鬧,negative
喧鬧,negative
喧鬧的,negative
喧鬧的談笑,negative
喧鬧聲,negative
喧嚷,negative
喧嚷的,negative
喧囂,negative
喧囂的,negative
喧囂聲,negative
喊叫,negative
喊叫聲,negative
喜怒無常,negative
喜怒無常的,negative
喜誇耀,negative
喜誇耀的,negative
喜歡吵架,negative
喜歡吵架的,negative
喪友,negative
喪心,negative
喪心病狂,negative
喪心病狂的,negative
喪失,negative
喪失公權者,negative
喪失的,negative
喪失親人,negative
喪失親人的,negative
喪氣,negative
喪親,negative
喋喋,negative
喋喋不休,negative
喋喋不休地講話,negative
喃喃,negative
喃喃地說出,negative
喃喃自語,negative
喃喃低語,negative
單調,negative
單調的,negative
唾沫,negative
唾沫飛濺,negative
圍住,negative
圍困,negative
圍攻,negative
圍城,negative
報仇,negative
報怨,negative
報怨聲,negative
報復,negative
寒冷,negative
寒冷刺骨,negative
寒冷刺骨的,negative
寒冷的,negative
寒顫,negative
復仇,negative
復發,negative
惡人,negative
惡化,negative
惡兆,negative
惡兆的,negative
惡劣,negative
惡劣地,negative
惡劣的,negative
惡名,negative
惡名昭張,negative
惡名昭張的,negative
惡名昭著,negative
惡名昭著的,negative
惡行,negative
惡作劇,negative
惡作劇的,negative
惡事,negative
惡性,negative
惡性的,negative
惡性腫瘤,negative
惡毒,negative
惡毒的,negative
惡根,negative
惡臭,negative
惡臭的,negative
惡習,negative
惡棍,negative
惡意,negative
惡意的,negative
惡運,negative
惡夢,negative
惡魔,negative
惡魔的,negative
惡魔般,negative
惡魔般的,negative
悲哀,negative
悲哀地說,negative
悲哀的,negative
悲悼,negative
悲痛,negative
悲傷,negative
悲傷的,negative
悲傷者,negative
悲慘,negative
悲慘的,negative
悲劇,negative
悲劇的,negative
悲歎,negative
悲觀,negative
悲觀主義,negative
悲觀主義的,negative
悲觀的,negative
悶死,negative
悶住,negative
悶悶,negative
悶悶不樂,negative
悶悶不樂的,negative
悶熱,negative
悶熱的,negative
惴惴,negative
惴惴不安,negative
惴惴不安的,negative
惱人,negative
惱人事,negative
惱人的,negative
惱火,negative
惱怒,negative
掌摑,negative
掌擊,negative
插嘴,negative
提心吊膽,negative
提心吊膽的,negative
提出..來反對,negative
提出論據反對,negative
提防,negative
揭穿,negative
揭露,negative
揮猛烈沖打,negative
揮霍,negative
揮霍的,negative
揮霍無度,negative
揮霍無度的,negative
揮擊,negative
敦促,negative
敢冒,negative
散落,negative
斑塊,negative
斑駁,negative
斑駁的,negative
斑點,negative
替..報仇,negative
朝..反衝,negative
棘手,negative
棘手的,negative
棍打,negative
欺侮,negative
欺負,negative
欺詐,negative
欺詐的,negative
欺詐者,negative
欺瞞,negative
欺騙,negative
殘忍,negative
殘忍或好色之人,negative
殘忍的,negative
殘害,negative
殘疾,negative
殘疾的,negative
殘疾者,negative
殘殺,negative
殘酷,negative
殘酷的,negative
殘酷的行為,negative
殘廢,negative
殘廢的人,negative
殘暴,negative
殘暴的,negative
殘暴的行為,negative
殘骸,negative
殖民,negative
殖民地,negative
渣滓,negative
減小,negative
減少,negative
減少之量,negative
減去,negative
減低,negative
減弱,negative
減損,negative
減縮,negative
渺茫,negative
渾名,negative
焦急,negative
焦痕,negative
焦慮,negative
焦慮的事,negative
焦燥,negative
焦躁,negative
焦躁的,negative
無人情味,negative
無人情味的,negative
無人理睬,negative
無人理睬的,negative
無人遵守,negative
無人遵守的,negative
無力,negative
無力的,negative
無子,negative
無子可動,negative
無子的,negative
無可,negative
無可奈何狀態,negative
無可爭辯,negative
無可爭辯的,negative
無可置疑,negative
無可置疑的,negative
無生命,negative
無生命的,negative
無用,negative
無用的,negative
無用的老馬,negative
無目的,negative
無目的的,negative
無休止,negative
無名,negative
無名小卒,negative
無利益,negative
無利益的,negative
無助,negative
無助的,negative
無助的狀態,negative
無希望,negative
無希望的,negative
無形,negative
無形的,negative
無形的東西,negative
無志氣,negative
無志氣的人,negative
無把握,negative
無把握的事,negative
無決斷力,negative
無決斷力的,negative
無事自擾,negative
無依,negative
無依無靠,negative
無依無靠的,negative
無味,negative
無底洞,negative
無法,negative
無法忍受,negative
無法忍受的,negative
無法投遞的郵件,negative
無法計數,negative
無法計數的,negative
無法解決,negative
無法解決的,negative
無法預料,negative
無法預料的,negative
無爭論之餘地,negative
無爭論之餘地的,negative
無知,negative
無知的,negative
無知識,negative
無知識的,negative
無知覺,negative
無知覺的,negative
無信用,negative
無勇氣,negative
無勇氣的,negative
無威嚴,negative
無威嚴的,negative
無度,negative
無政府主義者,negative
無政府狀態,negative
無重要性,negative
無重要性的,negative
無家,negative
無家可歸,negative
無家可歸的,negative
無恥,negative
無恥的,negative
無效,negative
無效果,negative
無效果的,negative
無效的,negative
無效能,negative
無效能的,negative
無效率,negative
無益,negative
無益的,negative
無秩序,negative
無秩序的,negative
無能,negative
無能力,negative
無能力的,negative
無能力者,negative
無能為力,negative
無能為力的,negative
無動於衷,negative
無動於衷的,negative
無常,negative
無常的,negative
無情,negative
無情的,negative
無救,negative
無救的,negative
無深慮,negative
無深慮的,negative
無理由,negative
無理由的,negative
無理性,negative
無理性的,negative
無聊,negative
無聊的,negative
無聊的想法,negative
無智,negative
無智的,negative
無策,negative
無意義,negative
無意義的,negative
無意義的事,negative
無意識,negative
無意識的,negative
無慈悲心,negative
無慈悲心的,negative
無感情,negative
無感情的,negative
無感覺,negative
無感覺的,negative
無愛情的,negative
無準備,negative
無準備的,negative
無資格,negative
無資格的,negative
無道德,negative
無道德的,negative
無厭,negative
無精打采,negative
無精打采的,negative
無遠見,negative
無遠見的,negative
無價值,negative
無價值的,negative
無憐憫心,negative
無憐憫心的,negative
無趣,negative
無趣味,negative
無趣味的,negative
無趣的,negative
無遮蔽,negative
無遮蔽的,negative
無靠,negative
無魅力,negative
無魅力的,negative
無興趣,negative
無賴,negative
無幫助,negative
無幫助的,negative
無聲音,negative
無聲音的,negative
無禮,negative
無禮的,negative
無禮的人,negative
無禮貌,negative
無禮貌的,negative
無關,negative
無關重要,negative
無關重要的,negative
無權,negative
無權的,negative
無變化,negative
無變化的,negative
猶豫,negative
猶豫的,negative
猥褻,negative
猥褻的,negative
痛心,negative
痛心的,negative
痛打,negative
痛恨,negative
痛苦,negative
痛苦的,negative
痛苦的根源,negative
痛苦的經驗,negative
痛處,negative
痙攣,negative
發出尖銳,negative
發出尖銳的聲音,negative
發出刺耳,negative
發出刺耳的聲音,negative
發出刺耳聲,negative
發出呻吟聲,negative
發出咯咯聲,negative
發出咯咯聲的東西,negative
發出砰然聲,negative
發出砰聲,negative
發出嘈雜,negative
發出嘈雜的聲音,negative
發出嘈雜聲,negative
發出撞擊聲,negative
發出顫聲,negative
發生矛盾,negative
發作,negative
發抖,negative
發牢騷,negative
發狂,negative
發狂的,negative
發育停止,negative
發育遲緩,negative
發昏,negative
發炎,negative
發疝氣,negative
發怒,negative
發紅,negative
發展遲緩,negative
發展遲緩的,negative
發臭,negative
發臭味,negative
發臭的,negative
發動,negative
發動突然襲擊,negative
發愣,negative
發愣的,negative
發脾氣,negative
發嗚咽聲,negative
發愁,negative
發愁的人,negative
發瘋,negative
發瘋似,negative
發瘋似的,negative
發誓,negative
發誓要,negative
發劈啪聲,negative
發熱,negative
發燒,negative
發爆震聲,negative
盜賊,negative
盜竊,negative
短少,negative
短促,negative
短促頻繁,negative
短促頻繁地乾咳,negative
短處,negative
短路,negative
短暫,negative
短暫的,negative
硬背,negative
硬逼,negative
硬擠,negative
硬擠過去,negative
稀薄,negative
窘迫,negative
窘迫不安,negative
窘境,negative
窖藏,negative
筋疲,negative
筋疲力盡,negative
筋疲力盡的,negative
絞死,negative
絞痛,negative
結仇,negative
結巴,negative
結疤,negative
結結巴巴,negative
結結巴巴地說,negative
結結巴巴地說話,negative
絕望,negative
絕望的,negative
絕對,negative
絕對地,negative
絕對的,negative
絲毫,negative
給..不快之感,negative
善變,negative
善變的,negative
脹大,negative
脾氣,negative
脾氣暴躁,negative
脾氣暴躁的,negative
脾氣壞,negative
脾氣壞的,negative
著火,negative
著急,negative
著急的,negative
萎縮,negative
萎靡,negative
虛幻,negative
虛幻的,negative
虛偽,negative
虛偽的,negative
虛假,negative
虛假的,negative
虛張,negative
虛張聲勢,negative
虛脫,negative
虛無,negative
虛飾,negative
虛榮,negative
虛榮心,negative
虛榮的,negative
裂口,negative
裂痕,negative
裂開,negative
裂開的,negative
裂隙,negative
裂縫,negative
詛咒,negative
詆毀,negative
訴苦,negative
貯藏貨物,negative
費力,negative
費力地做,negative
費力的,negative
費心,negative
費用大,negative
費用大的,negative
費用浩大,negative
費用浩大的,negative
費解,negative
費解的,negative
貶低,negative
貶低..,negative
貶低..的身份,negative
貶值,negative
貶損,negative
貶損的,negative
貶黜,negative
貿然,negative
貿然輕率,negative
貿然輕率的,negative
超出,negative
超自然,negative
超自然的,negative
超越誤差,negative
超過,negative
跋涉,negative
跌價,negative
跛子,negative
跛行,negative
跛足,negative
跛足的,negative
辜負,negative
逮捕,negative
進行威脅,negative
進行恐嚇,negative
進攻,negative
進退兩難,negative
鈍的,negative
開小差,negative
開玩笑,negative
開除,negative
開槍,negative
閒混,negative
閒散,negative
閒蕩,negative
順從,negative
黑暗,negative
黑暗的,negative
亂丟,negative
亂丟垃圾,negative
亂哄哄,negative
亂哄哄地跑,negative
亂砍,negative
亂結,negative
亂想,negative
亂語,negative
亂撕,negative
債務,negative
債務人,negative
傲慢,negative
傲慢的,negative
傲慢無禮,negative
傲慢無禮的行為,negative
傳染,negative
傳染性,negative
傳染性的,negative
傳染病,negative
傾卸,negative
傾軋,negative
傾倒,negative
傾側,negative
傾斜,negative
傾斜的,negative
傾銷,negative
傾銷商品,negative
傾覆,negative
催吐,negative
催吐劑,negative
催促,negative
傷..的感情,negative
傷人,negative
傷人感情,negative
傷人感情的,negative
傷亡,negative
傷口,negative
傷元氣,negative
傷心,negative
傷心事,negative
傷心的,negative
傷風,negative
傷風敗俗,negative
傷風敗俗的,negative
傷害,negative
傷害..的感情,negative
傷害的,negative
傷痕,negative
傷殘,negative
傷殘退役軍人,negative
傷感情,negative
傷感情的,negative
傻子,negative
傻瓜,negative
傻事,negative
傻的,negative
剷除,negative
嗜殺,negative
嗜殺成性,negative
嗜殺成性的人,negative
嗜殺的,negative
嗚咽,negative
嗚咽地說,negative
嗚咽著說,negative
塞滿,negative
塌陷,negative
塌落,negative
嫉妒,negative
嫉妒的,negative
嫉俗,negative
嫌惡,negative
嫌惡的,negative
嫌疑,negative
嫌疑犯,negative
幹傻事,negative
微不足道,negative
微不足道的,negative
微弱,negative
微弱的,negative
微暗,negative
微暗的,negative
